"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"绑架黄七辉","1993","3327448","喜剧","犯罪","","5.5","香港探长钟伟正（郑则仕饰）联合台湾干探李（绍雄饰）合力营救被绑架的香港富商黄七辉（秦沛饰），辉为答谢二人，设宴招待，席间辉要求正代为设计及策划追踪器以防再被绑。而辉更与正结拜为兄弟。十年后，正已退休，其子明（李家声饰）开设建筑公司，正动用全部退休金，而辉口头答应全力支持负责判工程给予明，正开心非常，其实辉只知往钱看，明为人老实，辉为奸商，令明公司损失惨重，欠下大耳窿巨款，被追上门追杀，正想找辉...","高先明","","鄭則仕/秦沛","鄭佩佩","吳鎮宇/許紹雄",""
"白发魔女传","1993","1293765","动作","爱情","奇幻","7.7","明末年间，中原与金国边境战火硝烟四起，姬无双（吴镇宇 饰）的魔教大行肆虐。朝廷与武林联合抗敌。武当派首徒卓一航（张国荣 饰）自幼桀骜不驯，但天资过人，极受掌门紫阳真人看重。卓一航幼年奇遇不断，先后结识了当时还只是武官的吴三桂（高雄 饰）与神秘的狼女（林青霞 饰）。成年后的卓一航为人正直，但浪子本性不改，不愿受礼教束缚，仗义行侠却屡屡受指。大师姐（蓝洁瑛 饰）对其倾心，卓一航却毫不动心。再次偶遇狼女，卓一航心生爱意，狼女亦为之倾心。然后正邪不两立，有情人面对诸般艰难险阻，终是黯然收场……©豆瓣","于仁泰","","张国荣","林青霞","吴镇宇","吕少玲"
"一代枭雄之三枝旗","1993","1302582","剧情","喜剧","犯罪","6.4","学警陈志超虽成绩名列前茅，但因得罪探长刘福而被调守梅窝，却因一次缉获当地黑社会头子而获派担任便衣，更与江湖大姐义结金兰。福无法摆平英军强奸村女一案，听侄儿刘和奸计欲陷害志超，幸志超化险为夷，同时亦使刘福威名大增，此后官运亨通，引来同僚林光及雷洛妒忌。志超生性风流，除有妻何玉珠及妾白素芬外，更有女友姚卿，引起素芬不满，在自杀及偷汉后，终弄致分手。志超因懂得奉承刘福，遂成为刘福退休后的继任人，誓言除暴安良。时刘和把小歌女郭秋菊卖身给夏爵士，之后更逼死她，志超便抓来刘和替秋菊报仇，更不惜与刘和的老板雷洛再结梁子。最后刘福在临终前来求情，志超才饶刘和一命。志超在五十年代多次社会暴乱中均有突出的表现，故最后获升为新部门“三支旗”（香港、九龙、新界俗称三支旗）的总舵主，拥有无上警力，成为警界神话。","黄泰来","","吕良伟","郑则仕","叶玉卿","吴毅将"
"少年黄飞鸿之铁马骝","1993","1294488","喜剧","动作","犯罪","7.5","清朝末年，官吏贪腐，民不聊生，在浙江地方上，有一位蒙面侠士“铁猴子”，两年来劫富济贫，令卖官鬻爵的历任知府叫苦不迭。铁猴子在白天的身份是大夫杨天淳(于荣光 饰)，杨大夫妙手仁心，深得乡邻爱戴。知府为抓捕铁猴子，不惜拷打众多不相干群众，路经此地的黄麒英（甄子丹 饰）、黄飞鸿父子不慎卷入其中，知府见黄麒英身手过人，扣押飞鸿要挟其捉拿铁猴子，黄麒英与铁猴子交手后惺惺相惜。不久朝廷钦差抵浙，听闻铁猴子“作乱”之举后施展大力金刚掌将其击伤，原来这钦差的真实身份是少林叛徒衍空（任世官 饰），身为少林弟子的黄麒英联合铁猴子，誓为少林清理门户。©豆瓣","袁和平","","甄子丹","王静莹","于荣光","李辉"
"七月十四","1993","1302447","惊悚","恐怖","","7","1977年，农历七月十三。七个小孩在废屋中发下毒誓，相约每年的农历七月十四都要相聚一次。1993年，农历七月初七。一对男女离奇死亡，刑警周警官（周文健饰）和他的新搭档（刘青云饰）奉命追查。在调查追踪中，两人发现男死者（陶大宇饰）的太太嘉仪（陈明真饰）嫌疑最大，她所提供的很多线索都难以得到合理的解释。两人带着嘉仪继续追查这宗离奇的死亡案件，发现她竟是当年发过毒誓的七个小孩之一，而另外五名也曾发过毒誓的人都已经死亡。随着他们的深入调查，两人发现了种种不可思议的怪事，每一个跟她有关的人不是失踪就是被杀。那个他们童年时代发下的毒誓，似乎正在一一应验。\n本片荣获1994年第13届香港电影金像奖最佳男主角提名、最佳女配角提名及最佳新演员提名三项大奖。©豆瓣","钱升玮","","周文健","刘青云","陈明真","罗兰"
"马伕手记","","3254256","","","","","","","","","","",""
"天台的月光","1993","1302681","爱情","","","6.9","叶晓彤（叶玉卿 饰）是一名收银员，她的丈夫阿波抛弃了她离家出走，天真单纯的叶晓彤又误入骗局，正在孤立无援之际， 是住在同一栋大楼的警察刘正文（梁家辉 饰）向她伸出了援手。在刘正文的帮助下，叶晓彤得到了一份汽车推销员的工作，然而叶晓彤对汽车一无所知，于是刘正文从零开始一点一滴的教导她，在此过程中，两人之间碰撞出了爱情的火花。\n正当他们的感情逐渐升温之时，阿波回到了叶晓彤的身边，这一次，叶晓彤不再软弱，她果断的拒绝了阿波的求和，决定寻找自己新的生活。然而，对于接受一段新的感情，叶晓彤始终犹豫不决，巧合的是，刘正文也是如此。©豆瓣","区丁平","","梁家辉","叶玉卿","吕良伟",""
"情人知己","1993","1765623","喜剧","","","7.1","大志（梁朝伟 饰）在电玩店中工作，胸无大志的他只希望日子得过且过，身无长技唯独打电玩厉害的他，也只能在比他年幼的多的孩子们之中耍耍威风。阿美（罗美薇 饰）是大志的女友，虽然大志对待两人之间的感情一直敷敷衍衍，但忠贞贤惠的阿美依旧温柔的包容着他的任性。\n某日，阿美在无意之中得知了大志在外沾花惹草的“光荣事迹”，心痛的她再也无法忍耐，决心彻底离开他。与此同时，大志在偶然中勾搭上了黑帮大佬的女人，因此而引来了杀身之祸。接踵而至的危险和麻烦让大志开始明白，究竟什么才是生命中值得珍惜的东西，然而，他还有机会再次挽回阿美早已经破碎的心吗？©豆瓣","陈德森","","梁朝伟","罗美薇","袁咏仪","林蛟"
"现代靓妹仔","1993","24532143","剧情","","","5.1","露露（张兰英 饰）、弗妹（梁思敏 饰）和阿第是三名思想非常开放和先进的叛逆少女，因为不服从家里的管教，三人选择了离家出走。拥有较好面容和年轻身体的三人选择了一家模特中心打工赚钱，哪知道那里是一个淫窝，三人被迫沦为了妓女。\n弗妹不愿意屈服于命运，挺身反抗，哪知道惨遭侮辱，却因祸得福的获得了大笔金钱，她一下子就迷失在了利益之中。露露邂逅了名为罗伯特的毒贩，于是三人走上了贩卖大麻的犯罪道路。阿第在酒吧中认识了收保护费的阿诚，情窦初开的阿第渐渐喜欢上了这个男人，可是身处鱼龙混杂的欢场之中，他们的感情注定走不到最后。©豆瓣","查传谊","","梁思敏","黄志辉","张兰英",""
"城市女猎人","1993","2146855","动作","","","5.4","一个刚过世的亿万富豪的女儿聘请私家侦探陈查理去侦查一个美艳高贵的女人。此女人行将与另一亿万富豪杨少游老先生结婚，而此自命风流四十载的杨先生是皇家师姐的父亲。皇家师姐原出于大家，年幼丧母，其父杨才游由于爱妻太深，故对他亡妻貌有相似的女人都拼命追求，以图填补心灵的空虚。师姐自然不能谅解，而杨老先生对于独生女儿不爱惜千金之躯去当警察亦是十分气恼……","江约诚","","惠英红","黄秋生","黄光亮","杨丽菁"
"画皮之阴阳法王","1992","1307026","动作","奇幻","恐怖","6.5","落第书生王生（郑少秋饰）娶妻多年，一无所出。一日自城中赶路回家时，偶遇一明艳照人之少妇尤枫（王祖贤饰）。枫自称身世可怜，被逼嫁入某大户人当妾待，正室所虐，故冒死出走，王仗义相助，愿意让枫暂居于其书齌，当晚王欲与枫行鱼水之欢，天忽亮，枫推说身体不适，拒绝了王的要求。翌日， 王往城中购胭脂水粉，欲赠枫以讨其欢心，遇玉清道人（刘洵饰），后者指王邪气缠身，王置之不理。王返家，向妻子陈氏表明心意娶枫为妾，陈氏趁枫宽衣沐浴时，竟自窗外窥得枫取下脸皮，点画胭脂之骇人情景，吓得晕死过去，王连狂奔玉清道观，求道人除魔，玉清把一尘拂予王，嘱王把它挂在寝室门外，再作打算不料枫却潜入室内，向王申诉前生之辛酸遭遇......©豆瓣","胡金铨","","郑少秋","王祖贤","午马","洪金宝"
"叠影惊情","1993","2287245","","","","6","两个长相极之相似，但性格异端的女孩，巧逢相遇后，发展出一段难忘的童年之交；惟命运安排她们走上迥异的生命道路，其后的重逢竟是一次死亡的接触。\n清纯温婉的文婷（李嘉欣）与好友家杰（刘锡明），同在十四乡渡过童年生活。直至某天，来了个貌似文婷而性格刚强的女孩范莲（李嘉欣），他们三人的生命历程即起了变化，而莲的言行举止，更不时流露出潜伏的兽性。\n今天，文婷已成为时装界炙手可热的人物，与男友Ken（李子雄）感情稳定。怎料，她无意中发觉Ken与国际伪钞集团来往甚密；两人因而发生争执，婷一气之下把伪钞磁碟资料寄给好友杰。组织恐防事败外泄，派杀手将婷解决，而执行任务的竟是婷儿时同伴莲。\n当婷的生命结束一刹那，莲才猛然发觉是与自己相貌一样的婷，一阵悲凉的感觉涌上心头，莲决定查访婷被杀的原因，随后更与久别重逢的杰发生感情，从中了解到婷遭害因由，而自己亦身陷死亡边缘。","陈丽英","","李嘉欣","刘锡明","曹荣",""
"我爱狐狸精","","3780230","","","","","","","","","","",""
"刺客新传之杀人者唐斩","1993","1300385","动作","剧情","奇幻","6.4","唐保家（张丰毅 饰）是一名英俊正直的平民青年，迫于家长压力和残酷的现实，与心爱的女子路遥（关之琳 饰）私奔，却不料因此被抓了起来，被判极刑。当朝奸佞魏忠贤正在组织自己的锦衣卫队伍，看上了死牢中的唐保家，唐保家因此获得重生，被赐名“唐斩”，成为了魏忠贤手下一名心狠手辣的杀手。\n唐斩屡立“功勋”，魏忠贤大为赞赏。树大招风，他却因此遭到另一名杀手宋中的嫉恨。唐斩因为一次杀人行动中，偶尔看见了曾经心爱的路遥，冥冥中导致行动失败告终，而他也为此走上了逃亡之路，魏忠贤的追杀和宋中的穷追不舍令唐斩一再陷入绝路。然而，唐斩却因此渐渐找回以前那个善良正直的自己，并和路遥重新开始了幸福的生活。身边危机四伏的唐斩开始了漫长的自救之路。©豆瓣","钟少雄","","张丰毅","关之琳","莫少聪","张光北"
"虎穴屠龙之轰天陷阱","1994","1306262","动作","","","5.7","纽约唐人街实地取景的火爆动作片，虽然剧本和演员表演演出都显得普通，但对喜欢阳刚警匪电影的观众而言，连场实感甚强的枪战和打斗场面应该会满足。香港督察林国正为人疾恶如仇，铲除黑帮活动无数，其妻蔡洁多年来一直担忧丈夫出生入死的职业，在多番警告之下，林亦顾及妻子和幼女阿敏的安定，毅然答应妻子移民加拿大，林不愿移民但想挽回家庭，唯有请大假到纽约，希望说服妻子放弃移民打算，不料在阴差阳错之下，林巧遇仇家“王子”，林在保护洁之余，与王子展开火拼……","梁小熊","","吕良伟","方中信","翁虹","郑浩南"
"现代豪侠传","1993","1295858","动作","喜剧","科幻","7.2","结婚生子后的冬冬（梅艳芳 饰）过着相夫教子的的日子，但世界并不太平。经历过核爆炸后，世界面临水荒，但却有一家神秘的净水公司控制着纯净水并从中谋取暴利，甚至遏制了整个社会的命脉。此时，一位名叫长空（金城武 饰）的人被推到台前，成为其背后势力反政府的领袖。然而，不久长空被杀，杀手将此罪责嫁祸给冬冬的老公（刘松仁 饰），他也是当时的公安局长。局长因此被杀，冬冬也被捕，军长趁机发动了政变。陈三（杨紫琼 饰）救出总统，同时陈七（张曼玉 饰）受冬冬之托带着冬冬的女儿去寻找干净的水源，冬冬也终于重拾信念做回女飞侠。这突如其来的灾难背后有着怎样的阴谋？三位女飞侠能否再次给这黑暗世界到来一丝曙光？©豆瓣","杜琪峰","程小东","杨紫琼","梅艳芳","张曼玉","黄秋生"
"芝士火腿","1993","1459375","喜剧","","","6.5","芝士与火腿是一对地下新组合，成立 “包出气公司”，专帮各节人士解决心头抑郁，例如受雇给人狂打而有钱进袋。但二人接工作有一个重要原则，就是只对付坏人不搞好人。 某日，一轮椅阿伯来到，要求二人杀害一个美貌少女祖儿，二人感到愕然至极，原来阿伯解释自己全身瘫痪乃祖儿已去世的父亲所伤，祖儿父亲伤天害理只做怀事，而祖儿不停做善事补救……","柯受良","","张卫健","王祖贤","曾志伟",""
"至尊三十六计之意大利工作室","1993","1463357","喜剧","动作","","6.9","千术高手钱文迪（刘德华 饰）与女友莉莉（钟丽缇 饰）、好友“金手指”阿智配合，在赌局中赢得富豪刘耀祖六百万港币。发现自己被骗的刘耀祖怒不可遏，绑架阿智要挟文迪为其入狱，以便从犯人鲁宾孙（关海山 饰）手中拿回刘的三亿财产。文迪担心好友安危只得服从，入狱执行任务，进入了冤家——狱警杀手雄（梁家辉 饰）的势力范围。\n文迪在狱中凭借过人手段很快站稳脚跟，甚至连杀手雄也一并收服。随着文迪与鲁宾孙接触日深，他发现鲁宾孙居然是刘耀祖岳父。原来刘耀祖觊觎鲁宾孙财产多时，为此不惜将妻子杀害，鲁宾孙替女儿报仇反遭陷害，落得在牢中晚景凄凉。正义感勃发的文迪决定帮鲁宾孙讨回公道，遂联合杀手雄夺取刘耀祖的不义之财……©豆瓣","王晶","","刘德华","梁家辉","钟丽缇","陈百祥"
"砵兰街大少","1993","2146107","犯罪","","","6.2","亚豹与大兜在钵兰街过着吵兄弟的生活。豹原在别墅任马夫，人称钵兰街大少，惜在一次打斗中后脑受伤，自始变成傻豹。另外，为人讲义气的瑶琼贪厚而与江湖大佬打睹，最后全军覆没，好友曲奇助瑶逃走，幸遇大兜而避过基哥的追逐，惜好景不常，瑶终被绑走，豹拾身救瑶而受伤。大兜为豹报仇，将基一只耳朵咬下而入狱，豹在瑶悉心照顾下回复正常，在迎接大兜出狱时，赌多他义字金牌，并封他为钵兰街二少，基心有不甘，锐意报复。","张乾文","","张卫健","任达华","袁咏仪","李丽蕊"
"夏日情未了","1993","1299730","爱情","","","7","阿雄（郭富城 饰）在暑假期间在游艇会打工，在往返宿舍的路上有一幅巨型海报，报中人Michelle（关之琳 饰）正是阿雄梦中情人的模样，雄便常常幻想能与情人甜蜜约会。帅气的雄使许多女孩子神魂颠倒，但他仍然钟情于美丽的Michelle。没想到梦中情人会出现在阿雄的面前，两人渐渐熟络，阿雄生活中处处帮忙Michelle。但Michelle觉得与对方的身份地位十分悬殊，关系无法进一步发展。©豆瓣","朱家宏","","郭富城","关之琳","黄一山",""
"93夜之女","","1979035","","","","","","","","","","",""
"的士判官","1993","1301932","动作","","","7.1","香港1990年代初，的士司机拒载客人、漫天要价的情况普遍。\n保险公司的经纪阿建（黄秋生）业务能力非常突出，纷纷欣羡的同事不知他做事的动力，是娇美的爱妻与其腹中的胎儿。办案雷厉风行的警察阿聪（于荣光）是阿建的老友，两人空闲时常在一起饮酒谈开心、烦心事。\n某暴雨夜阿建爱妻欲临盆，阿建慌忙打电话喊的士，但司机竟在他搀扶妻子下楼时转载出价更高的客人，尔后又一的士司机见他出高价答应载客，却在见他的妻子下体满是血时冷血地命他们下车，随后其妻因裙摆被车门夹住被疾驰的的士活活拖死。悲痛欲绝的阿建在阿聪的鼓励下本想振作，却是不能，事业、生活变得一团糟糕。联想起此前经历的几起被的士司机欺辱事件，他决定做的士判官。©豆瓣","邱礼涛","","黄秋生","吴孟达","朱茵","于荣光"
"霸海红英","1993","1919555","动作","","","5.7","在一次围捕黑帮走私团伙的行动中，公安人员杨丽菁差点命丧黑帮头子之首，关键时刻，一位男子开枪击毙了黑帮头子。杨丽菁认为救她的人是自己的旧情人李子雄。趁着休假之际，杨丽菁来到香港寻人……   菁结识了黑帮头子的妹妹李赛凤，雄被追杀，缘起一幅藏有惊天秘密的清明上河图，雄跟凤为势所迫，与菁联盟，加入寻宝行列。日本女间谍大岛由加利与神秘女郎西协美智子闻讯赶来夺宝，扑朔迷离的争斗之后，宝落谁手？","萧荣","","李子雄","杨丽青","李赛凤","西协美智子"
"烹夫","1993","1295960","犯罪","情色","","4.3","三个关于爱情的小故事：\n红牌妓女茹花被十二少赎身，洞房之夜却因功夫太猛导致十二少窒息而死。为了生计，茹花回到了青楼，而十二少化作鬼魂保护茹花。\n龙先生体弱多病，龙嫂买菜时被卖鸡佬看中，为了筹钱为龙先生看病，龙嫂不得不出卖肉体，换取钱财。\n陪酒小姐何美丽与风流好色的商人Robert结婚后，一直怀疑他在外偷情，在精神病的影响下杀死了Robert，并烹煮了他的尸体。","林义雄","","李月仙","叶先儿","于芷蔚","黄韵材"
"郎心如铁","1993","1303845","剧情","犯罪","惊悚","6.3","由美国返港的Billy（白石千 饰）生性风流，在已婚女子Judy（吴家丽 饰）落魄时收留了她，二人关系由此打得火热，痴恋Billy的Judy想将其占为已有，然而这触怒了Billy的空姐女友Lisa，两女子不时口角，冲突愈演愈烈。不久Lisa在家中惨遭谋杀并被溶尸，Billy与Judy落监，后者想念情人，拜托前来探监的教会志愿者Annie（李丽珍 饰）探望Billy，岂料Billy成功俘获了Annie的心，令其帮助自己脱罪。负责此案的黄检察官感到Billy心机颇重，不懈调查试图揭开Lisa被害当夜的真相……\n本片根据“空姐溶尸案”改编，吴家丽凭此片获得第30届金马奖最佳女演员殊荣。©豆瓣","霍耀良","","白石千","吴家丽","罗慧娟","李丽珍"
"走上不归路","1993","2301444","剧情","动作","","6.3","由徐寶華執導的經典電影，演員陣容包括莫少聰、周慧敏與徐寶華，有大量動作與槍戰場面，故事講述曾擔任菲律賓領袖的保鑣，後來領袖失勢流落到香港以殺手為業，為付擔病重妻子的醫藥費，莫少聰只好不停殺人。\n某次任務中，莫少聰愛僱刺殺一名污點証人，卻被記者周慧敏被到，黑道組織知悉殺手已被認出，遭警方重重包圍，於是派出其他殺手欲殺人滅口，莫少聰挾持徐寶華逃亡，到醫院接愛妻途中被黑道發現，莫奮戰滅掉所有敵人但仍不支倒地，被莫愛妻之情感動的周慧敏與徐寶華悉心照顧莫，趕回醫院的他發現愛妻已被殺害，於是大開殺戒，誓言為愛妻復仇...","徐宝华","","莫少聪","周慧敏","黄子扬","徐宝华"
"女儿当自强皇家线人","1993","2327053","动作","","","5.6","刘嘉玲与毛舜筠均任职重案组，刘乃新扎高级督察，办事满有冲动，而毛则对警队失去信心，她们的线人罗美薇为贪线人费，无意中发现一宗黑枪交易，但罗怕入旋涡，不愿冒险探料，唯刘苦苦相迫。罗向上司协议，但他反叫罗以身作饵引黑帮主脑出现，罗大骂二人视人命如草芥。刘感极难受，毛知罗生命危险，决心保护，但最后罗也被杀，而死前把线索交予毛，毛、刘和上司追查下与黑帮主脑碰面，混乱中上司被挟持，亦首次尝试到死亡边缘的滋味。最后，毛、刘合力救回上司，并找回失枪，从此以后，毛、刘皆对人生、事业有积极的改变。","钟少雄","","刘嘉玲","毛舜筠","罗美薇","李子雄"
"超级计划","1993","1482541","动作","喜剧","犯罪","6.9","大陆保安阿峰（于荣光 饰）身手敏捷，一直想出外闯荡世界。这天，阿峰见义勇为，和表妹女干警阿华（杨紫琼 饰）一起解救了被一伙恐怖分子绑架的人质，获得了警局表扬。阿峰认为这些表扬一点意义都没有，于是只身前往香港闯荡。\n半年后，阿华获派前往香港与当地警方合作侦查一个悍匪集团，暂时住在助理督察阿明（周华健 饰）家。阿明对阿华心生好感，展开追求，无奈阿华还是对表格阿峰念念不忘。随后，阿华见到了阿峰，两人聊了很多。不料，之前已经落网的悍匪集团重要成员炮哥忽然被人劫走。阿华对阿峰真正的身份开始心生疑心……©豆瓣","唐季礼 (Stanley Tong)","","杨紫琼","于荣光","成龙",""
"诱僧","","1401223","","","","","","","","","","",""
"灭门惨案之孽杀","","3783965","","","","","","","","","","",""
"边城浪子","1993","1304538","动作","剧情","悬疑","6.6","白天羽（陈勋奇 饰）身为神刀门门主，却意外惨死在边城梅花庵，一晃眼二十年过去，白天羽的儿子傅红雪（狄龙 饰）长大成人，练就了一身了得的武功，发誓要为父亲报仇，于是踏上了前往边城，探寻真相的旅途。\n叶开（陈勋奇 饰）是白天羽和花白凤的儿子，他于偶然之中同傅红雪相遇，两人结伴而行。叶开爱上了万马堂堂主马空群的女儿马芳玲（袁洁莹 饰），然而马芳玲心仪的，却是沉默寡言的傅红雪，三人被卷入了一段复杂的三角关系之中。最终，两人终于发现，害死白天羽的，竟然正是白天羽信赖的挚友马空群。愤怒的傅红雪想要杀死马空群，却遭到了叶开的阻拦。©豆瓣","陈勋奇","","狄龙","陈勋奇","陈玉莲","袁咏仪"
"那个少女不多情之脱的疑惑","","1307275","","","","","","","","","","",""
"青蛇","1993","1303394","剧情","爱情","奇幻","8.5","南宋是一个人妖难分的时期，法海和尚（赵文卓 饰）到处收服妖精，也扰乱了在西湖底修炼的白青二蛇。青（张曼玉 饰）曾获白（王祖贤 饰）相救，二者便以姐妹相称。姐妹俩受惑佯装成人生活在民间，白更嫁于老实书生许仙，青也同时看上了许仙，便常常以媚态勾引许仙，无奈许仙只深爱白一个。白开设了药店，以为可以自此过上安定的生活，可许仙却受不了青的百般挑逗，更发现了青白二蛇的真实身份，可他却不舍得离开家中的天姿国色。法海得知了青白二蛇的下落，更抓走了许仙。原来白为了爱情放弃修成正果，更怀有了身孕。为了救回丈夫，二蛇与法海展开了搏斗……©豆瓣","徐克","","张曼玉","王祖贤","赵文卓","吴兴国"
"赤裸狂奔","1993","1301112","","","","5.9","李小燕生于中国，因误信大陆姑爷仔而沦为妓女更染上毒瘾，盛怒之下杀了姑爷仔逃亡至香港。小燕重操故业，于扫黄行动中被捕，香港警察张大卫与大陆贩Kingkong勾结运毒，张为自保不惜欺骗下属兼女友Rainbow，带小燕回广州接近Kingkong，协助他运毒来港以拘捕他，岂料回港时Kingkong以毒针刺晕小燕及Rainbow，两人醒来时已身处加拿大海关……","元奎","黎大炜","张睿羚","左戎","元奎","王维德"
"大闹广昌隆","1993","1305059","剧情","爱情","恐怖","6.8","郑明宝（郑丹瑞 饰）是香港某电台播报猪肉价格的DJ，他的朋友陈七本想托他走私药品，没想到郑明宝把事情搞砸，害得他锒铛入狱。郑明宝无意中得到了一把雨伞，并由此结识了冥间女鬼方茵（陶君薇 饰），为此，郑明宝专门做了一档晚间鬼故事的节目，由方茵现身说法，收听率居高不下，连当红DJ蕾莎（顾美华 饰）也对他另眼相看，暗送秋波。\n节目中，方茵讲述了自己的一段被负心汉欺骗、惨遭情敌迫害致死的过程。原来，她本是从南洋来香港接管广昌隆饭店的女继承人，偶然见邂逅了警察马光燊（吴大维 饰），并堕入爱河。但是，马光燊其实是个花花公子，几次三番伤害了方茵纯洁的感情。特别是当他的情妇（青山知可子 饰）登堂入室后，更是把伤心欲绝的方茵逼上了绝路……©豆瓣","陈果","","郑丹瑞","吴大维","陶君薇","青山知可子"
"新不了情","1993","1292950","剧情","爱情","","8.3","阿杰（刘青云 饰）是一个怀才不遇的年轻音乐人，生活潦倒不得不独自住进了一个破旧的单位内，终日都沉默寡言。此时他也遇到了在庙街街头艺人的女儿阿敏（袁咏仪 饰），阿敏虽然自小便患有骨癌，但她还是乐观开朗的面对自己的人生，她对生命充满希望的态度感染了阿杰，令他找回了失去的自信，在事业上也看到了曙光。两人渐渐情愫互生，就当一切看来都十分顺利之际，阿敏的病情却日渐恶化，使她失去了往日的勇敢及坚强，变得暴躁起来。最后阿敏得到了阿杰与亲戚朋友的鼓励，可是阿敏体内的病魔还是不肯放手。©豆瓣","尔冬升","","刘青云","袁咏仪","刘嘉玲","秦沛"
"苏乞儿","1993","1865903","剧情","动作","武侠","6.5","鸦片战争前夕，大侠黄飞鸿（王珏 饰）协助钦差大人林则徐（鲍方 饰）查禁鸦片。十二贝勒（熊欣欣 饰）勾结烟商决定亲自来广州对付黄林二人。广东富商苏仁（吴孟达 饰）的儿子苏灿（甄子丹 饰）武功了得，苏灿的女友戴懿德（袁洁莹 饰）刚从国外回国，遭到火莲教袭击，苏灿为救女友用巨型炮仗炸毁了太平鼓还伤及了无辜。黄飞鸿得知此事后找到苏灿理论，苏灿对黄不满矛盾由此而生。十二贝勒知道两人不和趁机挑拨，想利用苏灿对付黄飞鸿。暗恋苏仁的小姨峭牙珍（陈淑兰 饰）因为误会率领众人去破坏戴懿德的妇女会，与此同时戴发现了十二贝勒的阴谋，但反被十二贝勒抓住，苏灿为救戴被十二贝勒擒住，还让苏灿染上了毒瘾。受到挑拨之后的苏灿前去行刺林则徐，与黄飞鸿发生打斗，戴懿德终于出现说明了真相，苏灿懊悔不已一蹶不振。幸亏老乞丐（关海山 饰）出现帮助苏灿戒毒成功，在千军一发之际苏灿出现帮助黄飞鸿制服了十二贝勒。©豆瓣","袁和平","陈千松","甄子丹","王珏","王秀萍","陈淑兰"
"太极张三丰","1993","1294561","喜剧","动作","武侠","7.8","宦官弄权的明朝末年，苛税与暴政弄得民不聊生。张君宝（李连杰）与董天宝（钱小豪）是一对自幼在少林寺长大的师兄弟，但两人性格迥异，张君宝善良忠厚，董天宝则狡猾阴险，在争夺进入达摩院修行的资格时，两人因与师伯发生争执，被逐出少林。\n出寺后，两人因志向渐不同而分道扬镳，董天宝贪图荣华参军，张君宝则与一群仁人志士一起劫富济贫。为求高官，董天宝向大宦官刘瑾出卖大批旧友，一时间血流成河。为替义士报仇，也为帮民除害，张君宝在秋雪（杨紫琼）的帮助下，从其师傅的气功心法中悟出一套武林奇功“太极拳”，开始勤加练习，准备不日与敌手来场血战。©豆瓣","袁和平","","李连杰","杨紫琼","钱小豪","袁洁莹"
"黑豹天下","1993","1305225","动作","喜剧","犯罪","6","黑豹（邓光荣 饰）是业内闻名遐迩的大盗，凡是他想要得到的东西，没有弄不到手的。某日，政府官员黄先生（黄锦燊 饰）找到黑豹，委托他盗取一只银盒，为的是测试新装的保安系统的强度，黑豹欣然应允，并找来了嘉嘉（吴家丽 饰）、孟波辉（梁家辉 饰）、程仁（任达华 饰）和师妹青青（林青霞 饰）等人协助。\n然而，当黑豹只身行动之时，却遭到了偷袭，对手是他曾经的师兄血狼（元华 饰），所幸青青出手相救，黑豹才得以脱身。原来，血狼正是杀死黑豹师傅的罪魁祸首，只为了得到镇门之宝“豹头刀”，而黑豹想要盗取的银盒内，存放的即是血狼杀人的证据。©豆瓣","霍耀良","","邓光荣","林青霞","任达华","梁家辉"
"虐之恋","1993","5353582","剧情","","","7","故事发生在旧中国的上海。柴益良（汤镇宗 饰）携新娘杜雯（郑爽 饰）奉家父柴元济（奇梦石 饰）之命，寻找苏州木牍镇的穆彦（汤镇宗 饰），却惨遭他人杀害。穆彦凭自己长相酷似柴益良，与杜雯合谋打入柴家出任常务董事。穆彦追求女秘书李琳（夏菁 饰），却被昔日兄弟蒋三（白永成 饰）认出假冒身份，并借机敲诈，不料死于非命。警方介入后多方搜集证据，以求尽快让穆彦现原形。私家侦探胡波（廉叔良 饰）受穆彦聘用，请他查清近来频频打匿名电话骚扰自己的人。明查暗访后，胡波发现老爷的贴身仆人阿松（郭伟琳 饰）跟一个叫奚美凤（蔡丽君 饰）的女人有神秘接触，而奚又与其他男人来往密切，穆彦与杜雯设计引蛇出洞......©豆瓣","徐伟杰","","汤镇宗","郑爽","奇梦石",""
"人皮灯笼","1993","1448703","剧情","惊悚","","6.8","1963年，一伙黑帮分子在老大的指使下将一对情人残忍杀害，男子被埋在“十世受苦，不得超生”的阴穴处；而女子被扒皮，皮罩在灯笼上，永世不得超生。\n1993年，蛊惑仔阿辉（梁家辉 饰）终日倒霉透顶，而且身边连连发生奇怪灵异世间。阿辉在古董摊买下一古董表，却被一股力量莫名牵引到一栋废宅里，半梦半醒间见自己与一个叫小芙蓉的艺旦（邱淑贞 饰）亲热的场面。\n辉在医院被一鬼魂提醒只有四婆能够解救自己，于是他前往找四婆。四婆为他问米，他从盆中之水渐渐看到了自己的前世悲惨遭遇……©豆瓣","刘伟强","","梁家辉","邱淑贞","黄光亮","张耀扬"
