"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","director__003","director__004","actor__001","actor__002","actor__003","actor__004"
"五亿探长雷洛传I雷老虎","1991","1297248","动作","犯罪","剧情","7.8","本片用一个香港警察从理想青年变成一代枭雄的过程，反应了香港五六十年代的社会问题。\n1949年，热血青年雷洛（刘德华 饰）成为警察。当时，香港警察待遇不高，警察向商户们收取保护费的潜规则蔚然成风，雷洛不愿意和他们同流合污，受到同事们的排挤，也得罪了权倾一时的探长颜同（秦沛 饰），面临停职的危险，然而，探长陈统(关海山 饰)暗暗欣赏他，对他维护有加。\n雷洛和杂货店老板的女儿阿霞（邱淑贞 饰）两情相悦，但是阿霞的父母不愿意女儿跟着他受苦，百般阻挠。雷洛借酒浇愁，到黑社会的赌场闹事，被人殴打，多亏探长陈统搭救，并帮他筹到了五万元的聘礼。\n但是，1951年九龙东头村的大火，烧毁了雷洛的美梦。雷洛一家侥幸逃脱，阿霞家人却葬身火海，阿霞本人也音信全无。\n转眼到了50年代末，雷洛经历了警队派系倾轧，几经浮沉，渐渐适应了香港警界，收保护费的事情也做得得心应手。他有幸娶到了“大捞家”白饭鱼的女儿，美丽泼辣白月娥（张敏 饰），靠着岳父的大力支持和自己在镇压1957年九龙暴动中的出色表现，荣升探长。\n成为探长的雷诺规范了管区内收取保护费的制度，减少了各界冲突，深得上级的器重。恰逢油尖区探长退休，雷洛和颜同都成为了这个职位的有力竞争者，二人各自展开了行动，一时风起云涌，此时，雷洛意外遇见了一个人，让他震惊不已……©豆瓣","刘国昌","","","","刘德华","张敏","邱淑贞","吴孟达"
"人鬼神","1991","1479864","奇幻","恐怖","","6.9","茅山弟子傲天龙（林正英 饰）与大黄（郑则士 饰）同时爱上了师傅的掌上明珠梦梦，师傅临终前设局考验二人谁更真心，大黄用计赢得了师傅的信任。虽然梦梦倾心天龙，无奈父命难为，天龙于是愤然出走。一晃十八年过去了，大黄和梦梦的儿子连高（金少龙 饰）已经长成英俊少年，而天龙的女儿凝红（黎姿 饰）也成年。天龙父女俩这天回家乡探亲，半途上遇到红袍火鬼为祸人间。天龙费尽九牛二虎之力将其收伏，关在鬼笼内。\n回到家乡，大黄和天龙两师兄弟心里还是有隔阂，互相敌视。连高无意中放出了火鬼，此时的火鬼法力大增，天龙和大黄都已无法独力应付。为了对付火鬼，二人终于抛开成见，再次合作。©豆瓣","吴勉勤","","","","林正英","郑则仕","王小凤","黎姿"
"不文小丈夫之银座嬉春","","3211696","","","","","","","","","","","","",""
"海狼","1991","1307478","动作","","","5.9","从越南逃出的John（任达华 饰）在哥哥的菲律宾货轮上帮忙，谁知哥哥却从事杀人越货的勾当，赚钱无数却血债累累。某日，货轮前往香港途中，遭遇一群被困海上的越南难民。船员假意搭救他们，却在难民上船后亮出屠刀。John认出当年好友Garry（周景扬 饰），拼死将其救下，Garry则在撞击中失去记忆。\n货轮在香港码头受到盘查，身份不明的Garry打伤警察，跳船逃跑，导致货轮被当局扣下。船长一众唯恐Garry吐露杀人越货内幕，派出船员寻找追杀。随后数日，码头接连发生多宗凶杀案。香港警队女督察（杨丽菁 饰）侦查得知与逃跑的Garry有关，立即展开追捕，却在这一过程中发现其中另有隐情……©豆瓣","郑兆强","","","","杨丽菁","任达华","周景扬","徐少强"
"香港娱乐圈丑闻","1991","26759460","情色","","","0","","陆伟强","","","","张玉凤","马小慧","王红雪","苏B"
"灵狐","1991","1302991","奇幻","","","5.4","胡雪姬（王祖贤 饰）是一只狐精，受狐母九尾琵琶精（姚炜 饰）的庇护，亦为她卖命。卫十郎（李纬强 饰）出生在以贩卖狐裘为生的家族之中，是狐母的眼中钉肉中刺。狐母派遣胡雪姬前去诱惑并杀掉卫十郎，报仇雪恨，在此过程中，胡雪姬却被卫十郎的真诚和善良所打动，情不自禁的爱上了他。\n猎王（午马 饰）的好友丧命于狐妖之手，临死前将遗恨托付给了猎王，带着朋友的遗愿，猎王与狐妖势不两立。某日，他遇见了卫十郎，想要收他为徒，两人共同对付胡雪姬，哪知道卫十郎早已经和胡雪姬两情相悦，那边厢，胡雪姬因为没能够完成任务而遭到了狐母的惩罚，她该如何取得猎王的信任，证明自己的清白呢？©豆瓣","午马","","","","王祖贤","姚炜","午马",""
"惊天龙虎豹","","1307712","","","","","","","","","","","","",""
"情圣","1991","1307747","喜剧","","","7.4","程胜（周星驰 饰）乃一游手好闲之徒，终日坑蒙拐骗，无恶不作。一日装瞎子行骗，遇遇女骗子（毛舜筠 饰）被追债的贵利工打手排骨（元华 饰）欺负，胜一时看不过眼出手相救，不料却被债务转嫁弄了自己一屁股债。另一方面。老江湖凌万蜂（午马 饰）同样欠下了贵利王（张耀扬饰）的债务，无力还清。他想办法找到自己的旧情人生萍姐（恬妞 饰）和妓女Apple（叶子楣 饰）合谋冒充一富户人家向一阔少诈骗。不料被骗的阔少正是胜所扮，他也想骗这一富户。阴差阳错的骗局，笑料百出……©豆瓣","李力持","","","","周星驰","毛舜筠","恬妞","叶子楣"
"五亿探长雷洛传II之父子情仇","1991","1300774","剧情","犯罪","","7.4","上集的末尾，雷洛（刘德华 饰）遇上了阿霞（邱淑贞 饰），并见到自己的儿子雷用贤，原来当年阿霞被亲戚带到了东莞，逃过了那场大火，当时已有身孕。雷诺自觉愧对他们母子，和妻子白月嫦（张敏 饰）商量后，准备纳阿霞为妾，谁知此时，港英政府宣布废除大清律例，执行一夫一妻制，阿霞无奈 之下，带着儿子远走他乡。\n十多年之后，一家人再次重逢。此时的雷洛荣升总华探长，经历了偏门百花齐放的六十年代，累积了巨额财富，成为当时社会最叱诧风云的人物，不过潜在的危险也渐渐袭来；阿霞一人在海外辛苦，供儿子念书，身染重病；儿子雷用贤（郭富城 饰）大学毕业，是港英政府筹建廉政公署而招揽的人才，对父亲的所作所为深恶痛绝。\n阿霞病危，雷洛带伤到医院探望，雷洛的仇家也追杀到了医院，儿子雷用贤看见父亲陷入险境，心中也展开了激烈的天人交战……©豆瓣","刘国昌","","","","刘德华","郭富城","吴孟达","邱淑贞"
"越青","1991","1302207","动作","犯罪","","5.7","罕见以越南难民为主角的香港商业电影，但导演志不在反映船民的困境，而是以此为背景来拍一套江湖动作片。定从越南来港被送往禁闭式难民营，但他不甘在营内渡过，故在麦Sir安排下，与凤，国及光偷离难民营，加入越青帮。田三为越青帮与幕后主脑的中间人，负责派送任务，慧则从旁协助，越青帮除定等人外，尚有文英，阮南，基、浩、汉等， 众多人加入越青，都抱有一个希望－偷渡美国，但代价却是生命…@www.molikan.com","郑永潮","","","","胡慧中","李子雄","刘青云","关礼杰"
"老表发钱寒","1991","3053131","动作","喜剧","犯罪","5.4","大傻的老表尹光初到香港，因深受资本主义自由化荼毒，以为在资本主义社会必须用无良手段才可以生存，故自号无良教主，大傻劝阻无效，只好暗中处处维护，而大傻的外甥因入世未深，学尹的无良招数，实有名无实，三人终日无所事事。","柯星沛","","","","尹光","黄一山","叶子楣","成奎安"
"毒豪","1991","1986026","剧情","","","4.8","香港最大洗钱集团一直是香港警方打击的目标，洗钱集团一直以赌场生意来掩人耳目进行非法交易。警方为了打击这个集团，特派阿伟卧底来引出这个集团的老大虎哥。虎哥的赌场是香港的最大赌场，高手如云，要想接近虎哥必须练就成为赌场高手。","沈大威","","","","张敏","吕良伟","柏安妮","沈威"
"雷霆扫穴","1992","1302553","动作","","","5.9","飛虎隊總督察張鐵柱乃匪徒聞風喪膽的罪惡煞星，而為打擊利用小島作屏障的軍火走私集團，因此他策劃一項「雷霆掃穴」行動，要將黑道集團一網打盡。\n「凍肉人」賀龍手下控制一群殺手，直接或間接犯下各種嚴重罪行，故此也成爲「雷霆掃穴」的頭號敵人。在行動中，張鐵柱受命與反黑組高級督察汪志強合作，兩人均是警隊的精英份子，實力加乘效果之下，賀龍只有倉皇敗退，而汪志強在一次追捕當中，槍殺了賀龍的手下小黑，其弟聞訊之後誓要爲兄報仇...。","黄柏文","","","","李修贤","毛舜筠","梁家仁",""
"带子洪郎","1991","2288893","剧情","","","6.6","阿洪（莫少聪 饰）和女友阿梅（罗美薇 饰）相恋多年，两人之间感情十分要好。阿梅是含着金汤匙出生的千金小姐，在家中备受宠爱，因此，她和一穷二白的阿洪之间的恋情遭到了阿梅父亲的强烈反对。为了拆散这对爱侣，阿梅的父亲将阿梅带到美国定居，可是阿梅离开之时，她的腹中已经怀上了阿洪的骨肉。\n阿梅选择将孩子生在了美国，取名山姆，独自将他抚养长大。有一天，阿梅突然从美国返回香港，回到了阿洪的身边。原来，阿梅患上了不治之症，命不久矣，她希望在自己死之前看到父子两人团聚的场面。然而，当山姆得知阿洪就是自己的父亲时，却表现出了抗拒。©豆瓣","陈木胜","","","","刘兆铭","罗美薇","莫少聪","吴孟达"
"情不自禁","","3838294","","","","","","","","","","","","",""
"烈火情仇","1991","1302682","动作","","","5.1","从大陆来港的龙，因身手不凡，被财团首脑李华宇罗政为旗下夜总会睇场。与李合股的日本人死后，其子秀夫欲吞并李之股份，李被逼动用大量资金，购买秀夫手上的股权。李的独生女阿美不满秀夫所为，私下找秀夫麻烦，终引致连场恶斗。","冯克安","","","","万梓良","大岛由加利","郑浩南","狄威"
"神探马如龙","1991","1296723","喜剧","犯罪","","5.9","马如龙（郑丹瑞 饰）是一位经验丰富，精明强干的督查。某日，他在同学会上见到了曾经暗恋过的茱莉亚（关之琳 饰），此时的茱莉亚肤白貌美，风情比之从前有过之而无不及，而昔日的同学马友友，今时竟然成为了茱莉亚的上司，令马如龙感到十分眼红。\n没想到，当夜，马友友被潜伏在家中的杀手彼得（黎彼得 饰）暗杀，茱莉亚是唯一的目击证人。事后，马如龙所在的重案组受理了此案件，马如龙更是作为卧底潜伏到了马友友生前工作的公司里，想要调查事件的来龙去脉。石津（李子雄 饰）是马如龙在警局的死对头，他恰巧被派往了茱莉亚身边，保护她的安危。©豆瓣","陈嘉上","","","","郑丹瑞","关之琳","刘松仁","李子雄"
"猛鬼入侵黑社会","1991","1298785","动作","喜剧","奇幻","6.4","阴阳超（霍瑞华 饰）是黑帮大佬坤哥（洪金宝 饰）手下的小弟，天生拥有阴阳眼的他能看到常人所看不到的孤魂野鬼。一次偶然之中，阴阳超救下了意欲跳楼轻生的女子阿梅（袁洁莹 饰），原来，阿梅欠了坤哥一大笔债，无力偿还，才想到了寻短见。让阴阳超没有想到的是，自己的举动惹恼了女鬼小红（于莉 饰）。\n小红想要给自己的儿子找替身，哪知道阴阳超的半路杀出破坏了全部计划，愤怒的小红决定杀死阴阳超报仇。小命难保的阴阳超找到神通广大的坤哥向其求助，就这样，人鬼阴阳之间，展开了一场充满了变数和危机的谈判。与此同时，亦生出了一段复杂纠葛的感情。©豆瓣","柯星沛","","","","洪金宝","于莉","张耀扬","袁洁莹"
"忠奸盗","1991","3114219","动作","犯罪","","5.4","秀才遇上兵，有理说不清。流氓碰到警察，又会怎样呢？街头混混乐仔混到了刚走出警校任职的阿彬，两人情投意合相见恨晚，还是誓不两立？而女仔阿兰在两人之间会芳心属谁呢？","林子恩","","","","任达华 / 恬妞","","",""
"冷面狙击手","1991","1301842","动作","","","5.6","香港商界巨鳄李绍邦（黄锦江 饰）长期从事买空卖空的生意，利用商界和政界的关系大赚黑心钱财。他的举动很快被商业犯罪调查科察觉，而督察James（张国梁 饰）和搭档John（王敏德 饰）正负责此案。\nJames的女友Suki（张敏 饰）是一家公司的白领，其老板黄威廉与李绍邦互有勾结。John趁Suki随老板与李谈生意之际放入窃听器，得知李、黄以及陈德信等人的暗箱勾当。然当晚陈离奇身亡，次日调查科逮捕黄，黄却被当街射杀。黄手中掌握一份攸关李之命运的重要文件，这份文件也便成为案件侦破的关键……©豆瓣","袁和平","","","","王敏德","胡枫","张敏",""
"我为卿狂","","3706530","","","","","","","","","","","","",""
"驳脚差佬","1991","4754458","喜剧","犯罪","奇幻","5.8","五代服役于警界成男子汉家族，竟出吕方此没法传誉之后代，为家族声誉吕方成为“神秘CID”冒充警察捕罪犯，终于上得山多终遇虎，在势案中被女劫匪打死，大丈夫吕方灵魂不息，成为鬼魂誓要为己报仇，谁知负责此案的警司竟是霸王花，吕方不信女性办事能力大闹警局，与警员冯淬帆、孟海结为好友，联手查案，展开一场人鬼联手，终将匪伏法，含笑轮回而去。","沈威","","","","陈惠敏","冯淬帆","高雄","高飞"
"蛮荒的童话","1991","1298895","喜剧","爱情","","7.1","阿美（温碧霞 饰）在无意之中成为了一宗珠宝抢劫案的目击者，扒手头头罗伊（张耀扬 饰）趁乱将一条价值连城的钻石项链放进了阿美的包里，在这个节骨眼上，阿美得知自己的男友在缅甸仰光遭到了绑匪绑架，绑匪要求阿美在三天之内交出二十万美金的赎金，否则她的男友就将性命不保。阿美决定利用手上的钻石项链。\n那边厢，钻石项链的主人找到了罗伊，命令他在五天之内找到项链的下落，就这样，阿美和罗伊同时坐上了飞往仰光的飞机。谁知道半途中飞机遭遇了风暴，一行人被迫降落在了曼德勒，那里正在进行一场激烈混乱的内战，冒着枪林弹雨，两人能否安全抵达目的地？©豆瓣","卢坚","","","","张耀扬","吴镇宇","温碧霞","梁思浩"
"四大家族之龙虎兄弟","1991","10581318","剧情","犯罪","","7.7","1949年，大量内地居民涌入香港，一对儿小兄弟也在这乱世中赴港谋生，他们在码头受尽地痞欺侮，幸而两人拜入潮州帮大佬“王老吉”门下得到庇护，并被后者收为养子，得名马少霖（郑则仕 饰）、马世豪（吕良伟 饰），马氏兄弟从此帮助王老吉经营“字花摊”。数年后，二人已经成年，世豪不甘养父的生意不振，与兄长联络外人将字花摊生意揽入手中，并依靠报纸的传播力量打开了局面，同时马少霖投资报业名利双收，成为报业董事会主席。1968年，兄弟俩涉足毒品，与香港大毒枭金牙驹陷入混战，导致养父和众多兄弟殒命，马氏兄弟依靠议员的力量横扫黑帮，一家独大。他们的黑帮事业蒸蒸日上之时，廉政公署宣告成立，形势急转直下……©豆瓣","钟少雄","","","","郑则仕","吕良伟","利智","曾江"
"夜生活女王霞姐传奇","","3757268","","","","","","","","","","","","",""
"志在出位","1991","1297281","喜剧","","","6.6","潇洒（钟镇涛 饰）已过而立之年，然而终日只同一班狐朋消磨，做事颠倒，没有正形。想要拜入帮派大哥门下却被对方打趴；要学人顶罪却被恶警3662（成奎安 饰）当做沙包算计。借住老姐（林建明 饰）家中吃白食，整日被姐夫（许绍雄 饰）冷语相向。经老姐帮助，潇洒得到一份推销保险的工作，但潇洒工作毫无章法沦落到自残骗保费的地步。终于促成一单，潇洒顶替客户体检，意外发现自己罹患绝症，仅剩一月残生。\n潇洒决定快意恩仇，要死得光荣。他帮朋友圆了大波妹之梦，惩治3662后将他赶出香港，套上警服后潇洒以终结者的方式射杀数名劫匪，经连篇报道竟一时成为城市英雄。整日被人追杀的女记者Dora（张曼玉 饰）在现场被潇洒无畏的气概深深吸引。扬眉吐气的潇洒被警方特聘，凭着不怕死的劲头续写传奇，但是看上去只有一月的寿命，让他无法接受Dora的爱……©豆瓣","叶成康","","","","钟镇涛","张曼玉","成奎安","林建明"
"夺宝俏佳人","1991","5974015","惊悚","","","0","五十年代初，钟英豪把罗拔臣欲偷运出境的国宝古皇冠抢回并把信物交予其三岁孙女秀媚远走高飞。二十年后，罗拔臣追捕秀媚欲夺回信物，幸得青年宋朝晖相救。祖孙二人同到取宝，欲发现宋与罗拔臣有毒品交易，岂料罗拔臣早有预谋，追杀他们三人。三人侥幸地遇上族长，以信物相认，到山洞取宝，可惜当宝物到手时，罗拔臣已荷枪实弹地等待他们。","李兆华","","","","郭秀云","钱小豪","潘志文","徐二牛"
"玉蒲团之偷情宝鉴","","14016168","","","","","","","","","","","","",""
"豪门夜宴","1991","1306392","喜剧","","","6.9","开发商曾小智（曾志伟 饰）为人油嘴滑舌，为了买入楼盘谎话说尽，他的竞争对手洪大宝（洪金宝 饰）不遑多让，二人在经纪人学友（张学友 饰）的牵线下亦敌亦友。曾小智获悉科威特王子阿里巴巴（林子祥 饰）即将抵港，而王子手中握有一份重建海湾战争后家园的巨额开发计划，为了得到合同，曾小智决定请出自己多年没有探望过的老爸曾老伯（吴耀汉 饰）配合，打造自己的孝子形象迎合王子。小智和娇生惯养的妻子咪咪（郑裕玲 饰）将曾伯从小妹阿芝（关之琳 饰）和丈夫阿辉（梁家辉 饰）家中接出，并拟定多种训练对父亲进行“上层人”的改造。曾老伯苦不堪言，而宴会因洪大宝的介入一再出现状况，一心求财的曾小智能够如愿么？\n本片为帮助1991年大陆水灾筹备善款而拍摄，其中客串的明星多达上百位。©豆瓣","张坚庭","高志森","徐克","张同祖","曾志伟","郑裕玲","吴耀汉","洪金宝"
"莎莎嘉嘉站起来","1991","1304112","喜剧","剧情","","7","嘉嘉（张艾嘉 饰）同丈夫结婚二十余年，一直安安分分在家中相夫教子，和丈夫之间的感情一直十分要好，婚姻和家庭是她生活中最重要的东西，亦是她围绕着转圈的主心轴。让嘉嘉没有想到的是，偶然中，她得知丈夫竟然有了婚外情，伤心和绝望之中，她选择了暂时离开，来到了妹妹莎莎（叶倩文 饰）家暂住。\n姐姐的婚姻陷入了危机之中，莎莎的感情生活亦并不如意。她的男友是有妇之夫，两人注定不可能走到一起。某日，一个年轻热情的男孩出现在了莎莎的身边，让莎莎重新体会到了爱情的甜蜜和悸动，然而，在巨大的年龄差距面前，莎莎陷入了犹豫之中。©豆瓣","蔡美诗","张艾嘉","","","吴大维","叶倩文","张艾嘉","岑建勋"
"表哥我来也","1991","1299873","喜剧","","","6.3","朱仔是具天赋潜能的古物鉴证家，为人重情义，是热血爱国青年；九叔是古物发掘员，二人在哈尔滨发掘一件唐代国宝时，九叔曾舍命救回朱仔，因此朱仔称之为恩公。\n若干年后，九叔巳在港居留并开设一间古董店，朱仔来港后寄居在九叔家中，邂逅了洋服店东主孙女乐而雅，乐是一间中资古董店的售货员，终日发着她的移民美梦。朱仔对乐甚有好感，可惜乐不为所动，其后乐之上司华，借词调派乐到美国分公司工作，实则将偷运古董之罪名架祸于乐身上……","蒋家骏","","","","钟镇涛","毛舜筠","吴孟达",""
"卿本佳人","","3757150","","","","","","","","","","","","",""
"曝光人物","1991","1304136","动作","","","0","香港市民梁国涛妻儿无故被害，为报仇四处寻找凶手。在警方胡督察的帮助下，经过惊险曲折的搏斗，最终找到并抓获了与黑社会狼狈为奸走私贩毒的警方扫毒组沙组长一伙，从而揭露了事件真相。","叶天行","","","","尔冬升","胡慧中","王俊棠","沙施姬亚"
"三级蔷薇之恋","","25707503","","","","","","","","","","","","",""
"上海1920","1991","1296556","剧情","","","6.9","故事发生在1910年的上海，美国富家子弟高道生（亚德里安·帕斯达 Adrian Pasdar 饰）结识了名为方林（尊龙 饰）的流浪儿，两人之间建立起了非常坚实的友谊。一次偶然中，两人在误打误撞之下发现了大毒枭藏匿毒品的地窖，因而引来了杀身之祸，在枪战中，道生的父亲不幸遇难，而方林则因为给高道生报仇打死了毒枭而遭到了警方的逮捕。\n一晃眼二十五年过去了，高道生再度回到了上海想要寻找音信全无的方林，发现此时的方林已经成为了上海滩上有头有脸的人物。时间改变了两人的性格，最终导致了他们的决裂。抗日战争打响了，方林虽然带着妻子离开了上海，但他最放不下的，还是高道生。©豆瓣","梁普智","","","","尊龙","亚德里安·帕斯达","袁洁莹","李丽珍"
"九一神雕侠侣","1991","1301278","动作","剧情","奇幻","6.3","美君（梅艳芳 饰）、秦哥（刘德华 饰）、小村（钟镇涛 饰）是城市雇佣兵。美君和秦哥青梅竹马，两人情投意合。而后来加入的小村也深爱着美君，美君对两人摇摆不定。美君执行任务，将老鹰双眼弄瞎。老鹰临死前让他的徒弟银狐（郭富城 饰）替其报仇。银狐追杀美君，小村为救美君而死，临死前将他的妹妹惠香（叶蕴仪 饰）托付给秦哥照顾，而银狐的一只眼睛也被美君弄瞎。美君为了不连累秦哥，独自远走高飞。而秦哥则带着惠香，到处寻找美君的踪迹。直到有一天，美君的姐姐美慧（梅艳芳 饰）欺骗秦哥说，现在美君改名换姓为宠物夫人，正在比武招亲。秦哥赢了众人，才得知宠物夫人（刘嘉玲 饰）并非美君，只能拒绝和宠物夫人成婚，独自离去。后来他终于发现了美君的踪迹，然而此时银狐再次追杀上门。美君更中了银狐的“恐怖天使”毒药，24小时内即将毒发，而天下能解此毒的只有宠物夫人。秦哥只能抱着美君回去找宠物夫人.......©豆瓣","元奎","黎大炜","","","刘德华","梅艳芳","郭富城","叶蕴仪"
"与龙共舞","1991","1307862","喜剧","剧情","爱情","7.2","龙家俊（刘德华饰）出身大富之家，事业有成，不仅是公司的董事长，还拥有数亿身价。只是感情方面一片空白，面对表妹（翁虹饰）的迷恋无动于衷，却对一个偶然在路上看到的女子月光（张敏饰）动了心。\n原来月光与老妈（叶德娴饰）在大屿山经营茶餐厅，老妈有时候靠打麻将出千赚点不义之财。无 独有偶，月光又碰巧进了龙家俊的公司，成了他公司的女员工。\n一次龙家俊和表妹游船河发生争执，被踢下海偶然混进偷渡客中，被警察追赶，误打误撞进了月光的家。他于是将计就计扮成大陆偷渡客在月光的小店里打起了工，而此时龙家俊的助手（吴孟达饰）正到处找他......©豆瓣","王晶","","","","刘德华","张敏","叶德娴","张坚庭"
"老豆唔怕多","1991","1296960","喜剧","","","6.7","彬仔（小彬彬 饰）今年7岁了，天生异常顽皮捣蛋的他并不受人欢迎，被他捉弄得团团转的老师同学都拿他没办法。彬仔的父亲十分讨厌这个捣蛋鬼，但他母亲细毛却十分疼爱彬仔。这次，彬仔闯了大祸。他贪玩无意中偷了黑帮的花名册，黑帮找不到名册只好把他绑架了。彬仔的失踪并没有引起其父的注意，他认为一定是彬仔贪玩自己走远了。\n寻子心切的细毛只好找到去世的姐姐生前的两个男友恶宝（洪金宝 饰）和黄记者（黄百鸣 饰），骗他们说彬仔其实是姐姐和他们所生的儿子，恳求他们四出寻找彬仔。两人忽然成了父亲，儿子还不见了。这一下，一出闹剧上演了。©豆瓣","高志森","","","","洪金宝","黄百鸣","小彬彬","毛舜筠"
"竹夫人","","4319847","","","","","","","","","","","","",""
